Country Code	Country Name	Region	Income Group	Gender	Year	Life Expectancy
MDA	Moldova	Europe & Central Asia	Lower middle income	Female	1960	65.791
MDG	Madagascar	Sub-Saharan Africa	Low income	Female	1960	40.954
MDV	Maldives	South Asia	Upper middle income	Female	1960	37.429
MEA	Middle East & North Africa			Female	1960	47.365106116
MEX	Mexico	Latin America & Caribbean	Upper middle income	Female	1960	59.139
MHL	Marshall Islands	East Asia & Pacific	Upper middle income	Female	1960	
MIC	Middle income			Female	1960	49.472831327
MKD	Macedonia, FYR	Europe & Central Asia	Upper middle income	Female	1960	61.072
MLI	Mali	Sub-Saharan Africa	Low income	Female	1960	29.026
MLT	Malta	Middle East & North Africa	High income	Female	1960	70.515
MMR	Myanmar	East Asia & Pacific	Lower middle income	Female	1960	45.744
MNA	Middle East & North Africa (excluding high income)			Female	1960	47.234531594
MNE	Montenegro	Europe & Central Asia	Upper middle income	Female	1960	64.961
MNG	Mongolia	East Asia & Pacific	Lower middle income	Female	1960	50.687
MNP	Northern Mariana Islands	East Asia & Pacific	High income	Female	1960	
MOZ	Mozambique	Sub-Saharan Africa	Low income	Female	1960	36.381
MRT	Mauritania	Sub-Saharan Africa	Lower middle income	Female	1960	43.92
MUS	Mauritius	Sub-Saharan Africa	Upper middle income	Female	1960	60.626
MWI	Malawi	Sub-Saharan Africa	Low income	Female	1960	38.335
MYS	Malaysia	East Asia & Pacific	Upper middle income	Female	1960	60.322
NAC	North America			Female	1960	73.192925226
NAM	Namibia	Sub-Saharan Africa	Upper middle income	Female	1960	49.111
NCL	New Caledonia	East Asia & Pacific	High income	Female	1960	61.2
NER	Niger	Sub-Saharan Africa	Low income	Female	1960	35.471
NGA	Nigeria	Sub-Saharan Africa	Lower middle income	Female	1960	38.445
NIC	Nicaragua	Latin America & Caribbean	Lower middle income	Female	1960	48.35
NLD	Netherlands	Europe & Central Asia	High income	Female	1960	75.38
NOR	Norway	Europe & Central Asia	High income	Female	1960	75.87
NPL	Nepal	South Asia	Low income	Female	1960	35.304
NRU	Nauru	East Asia & Pacific	Upper middle income	Female	1960	
NZL	New Zealand	East Asia & Pacific	High income	Female	1960	73.9
OED	OECD members			Female	1960	70.241065367
OMN	Oman	Middle East & North Africa	High income	Female	1960	43.504
OSS	Other small states			Female	1960	53.661845842
PAK	Pakistan	South Asia	Lower middle income	Female	1960	45.478
PAN	Panama	Latin America & Caribbean	Upper middle income	Female	1960	61.944
PER	Peru	Latin America & Caribbean	Upper middle income	Female	1960	48.99
PHL	Philippines	East Asia & Pacific	Lower middle income	Female	1960	59.075
PLW	Palau	East Asia & Pacific	High income	Female	1960	
PNG	Papua New Guinea	East Asia & Pacific	Lower middle income	Female	1960	43.743
POL	Poland	Europe & Central Asia	High income	Female	1960	70.6
PRE	Pre-demographic dividend			Female	1960	40.098433577
PRI	Puerto Rico	Latin America & Caribbean	High income	Female	1960	71.487
PRK	Korea, Dem. People’s Rep.	East Asia & Pacific	Low income	Female	1960	53.863
PRT	Portugal	Europe & Central Asia	High income	Female	1960	65.668
PRY	Paraguay	Latin America & Caribbean	Upper middle income	Female	1960	65.822
PSE	West Bank and Gaza	Middle East & North Africa	Lower middle income	Female	1960	
PSS	Pacific island small states			Female	1960	55.515578239
PST	Post-demographic dividend			Female	1960	71.599162555
PYF	French Polynesia	East Asia & Pacific	High income	Female	1960	57.888
QAT	Qatar	Middle East & North Africa	High income	Female	1960	63.344
ROU	Romania	Europe & Central Asia	Upper middle income	Female	1960	67.514
RUS	Russian Federation	Europe & Central Asia	Upper middle income	Female	1960	70.243
RWA	Rwanda	Sub-Saharan Africa	Low income	Female	1960	43.875
SAS	South Asia			Female	1960	41.44121219
SAU	Saudi Arabia	Middle East & North Africa	High income	Female	1960	47.755
SDN	Sudan	Sub-Saharan Africa	Lower middle income	Female	1960	49.652
SEN	Senegal	Sub-Saharan Africa	Low income	Female	1960	38.983
SGP	Singapore	East Asia & Pacific	High income	Female	1960	69.195
SLB	Solomon Islands	East Asia & Pacific	Lower middle income	Female	1960	50.15
SLE	Sierra Leone	Sub-Saharan Africa	Low income	Female	1960	31.968
SLV	El Salvador	Latin America & Caribbean	Lower middle income	Female	1960	52.303
SMR	San Marino	Europe & Central Asia	High income	Female	1960	
SOM	Somalia	Sub-Saharan Africa	Low income	Female	1960	38.525
SRB	Serbia	Europe & Central Asia	Upper middle income	Female	1960	
SSA	Sub-Saharan Africa (excluding high income)			Female	1960	41.806460273
SSD	South Sudan	Sub-Saharan Africa	Low income	Female	1960	33.142
SSF	Sub-Saharan Africa			Female	1960	41.806460273
SST	Small states			Female	1960	56.844283776
STP	Sao Tome and Principe	Sub-Saharan Africa	Lower middle income	Female	1960	51.969
SUR	Suriname	Latin America & Caribbean	Upper middle income	Female	1960	61.544
SVK	Slovak Republic	Europe & Central Asia	High income	Female	1960	72.206
SVN	Slovenia	Europe & Central Asia	High income	Female	1960	72
SWE	Sweden	Europe & Central Asia	High income	Female	1960	74.87
SWZ	Swaziland	Sub-Saharan Africa	Lower middle income	Female	1960	46.243
SXM	Sint Maarten (Dutch part)	Latin America & Caribbean	High income	Female	1960	
SYC	Seychelles	Sub-Saharan Africa	High income	Female	1960	
SYR	Syrian Arab Republic	Middle East & North Africa	Lower middle income	Female	1960	53.389
TCA	Turks and Caicos Islands	Latin America & Caribbean	High income	Female	1960	
TCD	Chad	Sub-Saharan Africa	Low income	Female	1960	40.163
TEA	East Asia & Pacific (IDA & IBRD countries)			Female	1960	47.338226911
TEC	Europe & Central Asia (IDA & IBRD countries)			Female	1960	67.413303666
TGO	Togo	Sub-Saharan Africa	Low income	Female	1960	41.225
THA	Thailand	East Asia & Pacific	Upper middle income	Female	1960	57.059
TJK	Tajikistan	Europe & Central Asia	Lower middle income	Female	1960	58.63
TKM	Turkmenistan	Europe & Central Asia	Upper middle income	Female	1960	58.126
TLA	Latin America & the Caribbean (IDA & IBRD countries)			Female	1960	57.573282565
TLS	Timor-Leste	East Asia & Pacific	Lower middle income	Female	1960	34.32
TMN	Middle East & North Africa (IDA & IBRD countries)			Female	1960	47.234531594
TON	Tonga	East Asia & Pacific	Upper middle income	Female	1960	61.721
TSA	South Asia (IDA & IBRD)			Female	1960	41.44121219
TSS	Sub-Saharan Africa (IDA & IBRD countries)			Female	1960	41.806460273
TTO	Trinidad and Tobago	Latin America & Caribbean	High income	Female	1960	64.313
TUN	Tunisia	Middle East & North Africa	Lower middle income	Female	1960	43.007
TUR	Turkey	Europe & Central Asia	Upper middle income	Female	1960	48.433
TUV	Tuvalu	East Asia & Pacific	Upper middle income	Female	1960	
TZA	Tanzania	Sub-Saharan Africa	Low income	Female	1960	45.381
UGA	Uganda	Sub-Saharan Africa	Low income	Female	1960	45.598
UKR	Ukraine	Europe & Central Asia	Lower middle income	Female	1960	71.091
UMC	Upper middle income			Female	1960	52.070760341
URY	Uruguay	Latin America & Caribbean	High income	Female	1960	71.093
USA	United States	North America	High income	Female	1960	73.1
UZB	Uzbekistan	Europe & Central Asia	Lower middle income	Female	1960	62.451
VCT	St. Vincent and the Grenadines	Latin America & Caribbean	Upper middle income	Female	1960	59.724
VEN	Venezuela, RB	Latin America & Caribbean	Upper middle income	Female	1960	60.96
VGB	British Virgin Islands	Latin America & Caribbean	High income	Female	1960	
VIR	Virgin Islands (U.S.)	Latin America & Caribbean	High income	Female	1960	67.827
VNM	Vietnam	East Asia & Pacific	Lower middle income	Female	1960	62.678
VUT	Vanuatu	East Asia & Pacific	Lower middle income	Female	1960	47.979
WLD	World			Female	1960	54.582437101
WSM	Samoa	East Asia & Pacific	Upper middle income	Female	1960	53.35
XKX	Kosovo	Europe & Central Asia	Lower middle income	Female	1960	
YEM	Yemen, Rep.	Middle East & North Africa	Lower middle income	Female	1960	35.548
ZAF	South Africa	Sub-Saharan Africa	Upper middle income	Female	1960	54.463
ZMB	Zambia	Sub-Saharan Africa	Lower middle income	Female	1960	46.672
ZWE	Zimbabwe	Sub-Saharan Africa	Low income	Female	1960	53.181
ABW	Aruba	Latin America & Caribbean	High income	Total	1960	65.569365854
AFG	Afghanistan	South Asia	Low income	Total	1960	32.337560976
AGO	Angola	Sub-Saharan Africa	Lower middle income	Total	1960	33.22602439
ALB	Albania	Europe & Central Asia	Upper middle income	Total	1960	62.254365854
AND	Andorra	Europe & Central Asia	High income	Total	1960	
ARB	Arab World			Total	1960	46.815045084
ARE	United Arab Emirates	Middle East & North Africa	High income	Total	1960	52.288707317
ARG	Argentina	Latin America & Caribbean	Upper middle income	Total	1960	65.215536585
ARM	Armenia	Europe & Central Asia	Lower middle income	Total	1960	65.863463415
ASM	American Samoa	East Asia & Pacific	Upper middle income	Total	1960	
ATG	Antigua and Barbuda	Latin America & Caribbean	High income	Total	1960	61.782731707
AUS	Australia	East Asia & Pacific	High income	Total	1960	70.817073171
AUT	Austria	Europe & Central Asia	High income	Total	1960	68.585609756
AZE	Azerbaijan	Europe & Central Asia	Upper middle income	Total	1960	60.780853659
BDI	Burundi	Sub-Saharan Africa	Low income	Total	1960	41.23604878
BEL	Belgium	Europe & Central Asia	High income	Total	1960	69.70195122
BEN	Benin	Sub-Saharan Africa	Low income	Total	1960	37.286414634
BFA	Burkina Faso	Sub-Saharan Africa	Low income	Total	1960	34.477902439
BGD	Bangladesh	South Asia	Lower middle income	Total	1960	45.829829268
BGR	Bulgaria	Europe & Central Asia	Upper middle income	Total	1960	69.247560976
BHR	Bahrain	Middle East & North Africa	High income	Total	1960	52.092439024
BHS	Bahamas, The	Latin America & Caribbean	High income	Total	1960	62.72904878
BIH	Bosnia and Herzegovina	Europe & Central Asia	Upper middle income	Total	1960	60.270731707
BLR	Belarus	Europe & Central Asia	Upper middle income	Total	1960	67.708097561
BLZ	Belize	Latin America & Caribbean	Upper middle income	Total	1960	59.961365854
BMU	Bermuda	North America	High income	Total	1960	
BOL	Bolivia	Latin America & Caribbean	Lower middle income	Total	1960	42.118317073
BRA	Brazil	Latin America & Caribbean	Upper middle income	Total	1960	54.21302439
BRB	Barbados	Latin America & Caribbean	High income	Total	1960	60.73804878
BRN	Brunei Darussalam	East Asia & Pacific	High income	Total	1960	62.500365854
BTN	Bhutan	South Asia	Lower middle income	Total	1960	34.523390244
BWA	Botswana	Sub-Saharan Africa	Upper middle income	Total	1960	50.547731707
CAF	Central African Republic	Sub-Saharan Africa	Low income	Total	1960	36.482634146
CAN	Canada	North America	High income	Total	1960	71.133170732
CEB	Central Europe and the Baltics			Total	1960	67.821395001
CHE	Switzerland	Europe & Central Asia	High income	Total	1960	71.313414634
CHI	Channel Islands	Europe & Central Asia	High income	Total	1960	70.639780488
CHL	Chile	Latin America & Caribbean	High income	Total	1960	57.263512195
CHN	China	East Asia & Pacific	Upper middle income	Total	1960	43.778365854
CIV	Cote d'Ivoire	Sub-Saharan Africa	Lower middle income	Total	1960	36.872414634
CMR	Cameroon	Sub-Saharan Africa	Lower middle income	Total	1960	41.523756098
COD	Congo, Dem. Rep.	Sub-Saharan Africa	Low income	Total	1960	41.01804878
COG	Congo, Rep.	Sub-Saharan Africa	Lower middle income	Total	1960	48.581121951
COL	Colombia	Latin America & Caribbean	Upper middle income	Total	1960	56.716756098
COM	Comoros	Sub-Saharan Africa	Low income	Total	1960	41.442439024
CPV	Cabo Verde	Sub-Saharan Africa	Lower middle income	Total	1960	48.856414634
CRI	Costa Rica	Latin America & Caribbean	Upper middle income	Total	1960	60.576195122
CSS	Caribbean small states			Total	1960	62.313911122
CUB	Cuba	Latin America & Caribbean	Upper middle income	Total	1960	63.904658537
CUW	Curacao	Latin America & Caribbean	High income	Total	1960	
CYM	Cayman Islands	Latin America & Caribbean	High income	Total	1960	
CYP	Cyprus	Europe & Central Asia	High income	Total	1960	69.593926829
CZE	Czech Republic	Europe & Central Asia	High income	Total	1960	70.348780488
DEU	Germany	Europe & Central Asia	High income	Total	1960	69.31002439
DJI	Djibouti	Middle East & North Africa	Lower middle income	Total	1960	44.021268293
DMA	Dominica	Latin America & Caribbean	Upper middle income	Total	1960	
DNK	Denmark	Europe & Central Asia	High income	Total	1960	72.176585366
DOM	Dominican Republic	Latin America & Caribbean	Upper middle income	Total	1960	51.845268293
DZA	Algeria	Middle East & North Africa	Upper middle income	Total	1960	46.135121951
EAP	East Asia & Pacific (excluding high income)			Total	1960	45.791422409
EAR	Early-demographic dividend			Total	1960	45.208935394
EAS	East Asia & Pacific			Total	1960	48.50726334
ECA	Europe & Central Asia (excluding high income)			Total	1960	63.400927182
ECS	Europe & Central Asia			Total	1960	67.031908063
ECU	Ecuador	Latin America & Caribbean	Upper middle income	Total	1960	53.215
EGY	Egypt, Arab Rep.	Middle East & North Africa	Lower middle income	Total	1960	48.013707317
EMU	Euro area			Total	1960	69.274431716
ERI	Eritrea	Sub-Saharan Africa	Low income	Total	1960	38.404219512
ESP	Spain	Europe & Central Asia	High income	Total	1960	69.109268293
EST	Estonia	Europe & Central Asia	High income	Total	1960	67.902902439
ETH	Ethiopia	Sub-Saharan Africa	Low income	Total	1960	38.405707317
EUU	European Union			Total	1960	69.280011035
FCS	Fragile and conflict affected situations			Total	1960	40.647120801
FIN	Finland	Europe & Central Asia	High income	Total	1960	68.819756098
FJI	Fiji	East Asia & Pacific	Upper middle income	Total	1960	55.958487805
FRA	France	Europe & Central Asia	High income	Total	1960	69.868292683
FRO	Faroe Islands	Europe & Central Asia	High income	Total	1960	
FSM	Micronesia, Fed. Sts.	East Asia & Pacific	Lower middle income	Total	1960	57.586585366
GAB	Gabon	Sub-Saharan Africa	Upper middle income	Total	1960	39.570121951
GBR	United Kingdom	Europe & Central Asia	High income	Total	1960	71.126829268
GEO	Georgia	Europe & Central Asia	Lower middle income	Total	1960	63.431853659
GHA	Ghana	Sub-Saharan Africa	Lower middle income	Total	1960	45.831463415
GIB	Gibraltar	Europe & Central Asia	High income	Total	1960	
GIN	Guinea	Sub-Saharan Africa	Low income	Total	1960	34.886390244
GMB	Gambia, The	Sub-Saharan Africa	Low income	Total	1960	32.042219512
GNB	Guinea-Bissau	Sub-Saharan Africa	Low income	Total	1960	37.840439024
GNQ	Equatorial Guinea	Sub-Saharan Africa	Upper middle income	Total	1960	36.73304878
GRC	Greece	Europe & Central Asia	High income	Total	1960	68.163902439
GRD	Grenada	Latin America & Caribbean	Upper middle income	Total	1960	59.815926829
GRL	Greenland	Europe & Central Asia	High income	Total	1960	
GTM	Guatemala	Latin America & Caribbean	Lower middle income	Total	1960	46.701463415
GUM	Guam	East Asia & Pacific	High income	Total	1960	61.226341463
GUY	Guyana	Latin America & Caribbean	Upper middle income	Total	1960	60.278731707
HIC	High income			Total	1960	68.497683022
HKG	Hong Kong SAR, China	East Asia & Pacific	High income	Total	1960	66.961682927
HND	Honduras	Latin America & Caribbean	Lower middle income	Total	1960	46.288317073
HPC	Heavily indebted poor countries (HIPC)			Total	1960	39.560024242
HRV	Croatia	Europe & Central Asia	Upper middle income	Total	1960	64.608658537
HTI	Haiti	Latin America & Caribbean	Low income	Total	1960	42.100097561
HUN	Hungary	Europe & Central Asia	High income	Total	1960	68.003170732
IBD	IBRD only			Total	1960	48.702652918
IBT	IDA & IBRD total			Total	1960	47.573938093
IDA	IDA total			Total	1960	41.914435807
IDB	IDA blend			Total	1960	43.599492474
IDN	Indonesia	East Asia & Pacific	Lower middle income	Total	1960	48.640317073
IDX	IDA only			Total	1960	41.111230521
IMN	Isle of Man	Europe & Central Asia	High income	Total	1960	
IND	India	South Asia	Lower middle income	Total	1960	41.169512195
INX	Not classified	South Asia	Lower middle income	Total	1960	
IRL	Ireland	Europe & Central Asia	High income	Total	1960	69.796512195
IRN	Iran, Islamic Rep.	Middle East & North Africa	Upper middle income	Total	1960	44.945512195
IRQ	Iraq	Middle East & North Africa	Upper middle income	Total	1960	48.030682927
ISL	Iceland	Europe & Central Asia	High income	Total	1960	73.423170732
ISR	Israel	Middle East & North Africa	High income	Total	1960	
ITA	Italy	Europe & Central Asia	High income	Total	1960	69.123902439
JAM	Jamaica	Latin America & Caribbean	Upper middle income	Total	1960	64.308073171
JOR	Jordan	Middle East & North Africa	Lower middle income	Total	1960	52.685268293
JPN	Japan	East Asia & Pacific	High income	Total	1960	67.666097561
KAZ	Kazakhstan	Europe & Central Asia	Upper middle income	Total	1960	58.367585366
KEN	Kenya	Sub-Saharan Africa	Lower middle income	Total	1960	46.362414634
KGZ	Kyrgyz Republic	Europe & Central Asia	Lower middle income	Total	1960	56.128073171
KHM	Cambodia	East Asia & Pacific	Lower middle income	Total	1960	41.23202439
KIR	Kiribati	East Asia & Pacific	Lower middle income	Total	1960	49.21597561
KNA	St. Kitts and Nevis	Latin America & Caribbean	High income	Total	1960	
KOR	Korea, Rep.	East Asia & Pacific	High income	Total	1960	53.001804878
KWT	Kuwait	Middle East & North Africa	High income	Total	1960	60.519292683
LAC	Latin America & Caribbean (excluding high income)			Total	1960	55.682653939
LAO	Lao PDR	East Asia & Pacific	Lower middle income	Total	1960	43.204463415
LBN	Lebanon	Middle East & North Africa	Upper middle income	Total	1960	63.280121951
LBR	Liberia	Sub-Saharan Africa	Low income	Total	1960	34.783170732
LBY	Libya	Middle East & North Africa	Upper middle income	Total	1960	42.641195122
LCA	St. Lucia	Latin America & Caribbean	Upper middle income	Total	1960	57.303756098
LCN	Latin America & Caribbean			Total	1960	56.059698249
LDC	Least developed countries: UN classification			Total	1960	40.227004923
LIC	Low income			Total	1960	39.063482075
LIE	Liechtenstein	Europe & Central Asia	High income	Total	1960	
